experiment_id,pipeline_name,node_name,model_variant,cpu_request,memory_request,max_batch_size,max_batch_time,load,load_duration,series,series_meta,replicas,no_engine,mode,data_type,benchmark_duration
1,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,1,1,1,60,86,testing static trace,1,False,step,text,1
2,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,1,1,10,60,86,testing static trace,1,False,step,text,1
3,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,1,1,20,60,86,testing static trace,1,False,step,text,1
4,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,1,1,1,60,86,testing static trace,1,False,step,text,1
5,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,1,1,10,60,86,testing static trace,1,False,step,text,1
6,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,1,1,20,60,86,testing static trace,1,False,step,text,1
7,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,1,1,1,60,86,testing static trace,1,False,step,text,1
8,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,1,1,10,60,86,testing static trace,1,False,step,text,1
9,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,1,1,20,60,86,testing static trace,1,False,step,text,1
10,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,1,1,1,60,86,testing static trace,1,False,step,text,1
11,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,1,1,10,60,86,testing static trace,1,False,step,text,1
12,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,1,1,20,60,86,testing static trace,1,False,step,text,1
13,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,2,1,1,60,86,testing static trace,1,False,step,text,1
14,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,2,1,10,60,86,testing static trace,1,False,step,text,1
15,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,2,1,20,60,86,testing static trace,1,False,step,text,1
16,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,2,1,1,60,86,testing static trace,1,False,step,text,1
17,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,2,1,10,60,86,testing static trace,1,False,step,text,1
18,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,2,1,20,60,86,testing static trace,1,False,step,text,1
19,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,2,1,1,60,86,testing static trace,1,False,step,text,1
20,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,2,1,10,60,86,testing static trace,1,False,step,text,1
21,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,2,1,20,60,86,testing static trace,1,False,step,text,1
22,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,2,1,1,60,86,testing static trace,1,False,step,text,1
23,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,2,1,10,60,86,testing static trace,1,False,step,text,1
24,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,2,1,20,60,86,testing static trace,1,False,step,text,1
25,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,8,1,1,60,86,testing static trace,1,False,step,text,1
26,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,8,1,10,60,86,testing static trace,1,False,step,text,1
27,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,8,1,20,60,86,testing static trace,1,False,step,text,1
28,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,8,1,1,60,86,testing static trace,1,False,step,text,1
29,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,8,1,10,60,86,testing static trace,1,False,step,text,1
30,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,8,1,20,60,86,testing static trace,1,False,step,text,1
31,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,8,1,1,60,86,testing static trace,1,False,step,text,1
32,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,8,1,10,60,86,testing static trace,1,False,step,text,1
33,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,8,1,20,60,86,testing static trace,1,False,step,text,1
34,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,8,1,1,60,86,testing static trace,1,False,step,text,1
35,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,8,1,10,60,86,testing static trace,1,False,step,text,1
36,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,8,1,20,60,86,testing static trace,1,False,step,text,1
37,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,32,1,1,60,86,testing static trace,1,False,step,text,1
38,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,32,1,10,60,86,testing static trace,1,False,step,text,1
39,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,32,1,20,60,86,testing static trace,1,False,step,text,1
40,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,32,1,1,60,86,testing static trace,1,False,step,text,1
41,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,32,1,10,60,86,testing static trace,1,False,step,text,1
42,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,32,1,20,60,86,testing static trace,1,False,step,text,1
43,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,32,1,1,60,86,testing static trace,1,False,step,text,1
44,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,32,1,10,60,86,testing static trace,1,False,step,text,1
45,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,32,1,20,60,86,testing static trace,1,False,step,text,1
46,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,32,1,1,60,86,testing static trace,1,False,step,text,1
47,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,32,1,10,60,86,testing static trace,1,False,step,text,1
48,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,32,1,20,60,86,testing static trace,1,False,step,text,1
49,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,64,1,1,60,86,testing static trace,1,False,step,text,1
50,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,64,1,10,60,86,testing static trace,1,False,step,text,1
51,audio-qa,nlp-qa,deepset-roberta-base-squad2,1,10Gi,64,1,20,60,86,testing static trace,1,False,step,text,1
52,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,64,1,1,60,86,testing static trace,1,False,step,text,1
53,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,64,1,10,60,86,testing static trace,1,False,step,text,1
54,audio-qa,nlp-qa,deepset-roberta-base-squad2,2,10Gi,64,1,20,60,86,testing static trace,1,False,step,text,1
55,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,64,1,1,60,86,testing static trace,1,False,step,text,1
56,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,64,1,10,60,86,testing static trace,1,False,step,text,1
57,audio-qa,nlp-qa,deepset-roberta-base-squad2,4,10Gi,64,1,20,60,86,testing static trace,1,False,step,text,1
58,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,64,1,1,60,86,testing static trace,1,False,step,text,1
59,audio-qa,nlp-qa,deepset-roberta-base-squad2,8,10Gi,64,1,10,60,86,testing static trace,1,False,step,text,1
