experiment_id,pipeline_name,node_name,model_variant,cpu_request,memory_request,max_batch_size,max_batch_time,load,load_duration,series,series_meta,replicas,no_engine,mode,data_type,benchmark_duration
29,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
30,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
31,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
32,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
33,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
34,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
35,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
36,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
37,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
38,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
39,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
40,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
41,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
42,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
43,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
44,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
45,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
46,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
47,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
48,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
49,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
50,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
51,audio-sent,audio,facebook-s2t-small-librispeech-asr,1,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
52,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
53,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
54,audio-sent,audio,facebook-s2t-small-librispeech-asr,2,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
55,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
56,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
57,audio-sent,audio,facebook-s2t-small-librispeech-asr,4,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
58,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
59,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
60,audio-sent,audio,facebook-s2t-small-librispeech-asr,8,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
61,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
62,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
63,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
64,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
65,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
66,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
67,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
68,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
69,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
70,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
71,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
72,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
73,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,2,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
74,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,2,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
75,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,2,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
76,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,2,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
77,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,2,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
78,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,2,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
79,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,2,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
80,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,2,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
81,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,2,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
82,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,2,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
83,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,2,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
84,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,2,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
85,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
86,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
87,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
88,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
89,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
90,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
91,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
92,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
93,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
94,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,8,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
95,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,8,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
96,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,8,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
97,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
98,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
99,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
100,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
101,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
102,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
103,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
104,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
105,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
106,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,32,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
107,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,32,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
108,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,32,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
109,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
110,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
111,audio-sent,audio,facebook-s2t-medium-librispeech-asr,1,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
112,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
113,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
114,audio-sent,audio,facebook-s2t-medium-librispeech-asr,2,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
115,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
116,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
117,audio-sent,audio,facebook-s2t-medium-librispeech-asr,4,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
118,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,64,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
119,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,64,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
120,audio-sent,audio,facebook-s2t-medium-librispeech-asr,8,10Gi,64,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
121,audio-sent,audio,facebook-s2t-large-librispeech-asr,1,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
122,audio-sent,audio,facebook-s2t-large-librispeech-asr,1,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
123,audio-sent,audio,facebook-s2t-large-librispeech-asr,1,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
124,audio-sent,audio,facebook-s2t-large-librispeech-asr,2,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
125,audio-sent,audio,facebook-s2t-large-librispeech-asr,2,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
126,audio-sent,audio,facebook-s2t-large-librispeech-asr,2,10Gi,1,1,20,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
127,audio-sent,audio,facebook-s2t-large-librispeech-asr,4,10Gi,1,1,1,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
128,audio-sent,audio,facebook-s2t-large-librispeech-asr,4,10Gi,1,1,10,60,87,"checking effect of batch size,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,step,audio,1
