experiment_id,pipeline_name,node_name,model_variant,cpu_request,memory_request,max_batch_size,max_batch_time,load,load_duration,series,series_meta,replicas,no_engine,mode,data_type,benchmark_duration
1,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
2,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
3,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
4,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
5,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
6,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
7,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
8,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
9,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
10,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
11,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
12,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
13,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
14,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
15,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
16,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,1,1,1,60,97,testing static trace,1,False,step,text,1
17,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,1,1,10,60,97,testing static trace,1,False,step,text,1
18,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,1,1,20,60,97,testing static trace,1,False,step,text,1
19,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
20,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
21,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
22,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
23,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
24,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
25,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
26,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
27,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
28,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
29,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
30,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
31,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
32,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
33,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
34,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,2,1,1,60,97,testing static trace,1,False,step,text,1
35,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,2,1,10,60,97,testing static trace,1,False,step,text,1
36,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,2,1,20,60,97,testing static trace,1,False,step,text,1
37,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
38,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
39,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
40,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
41,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
42,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
43,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
44,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
45,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
46,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
47,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
48,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,8,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
49,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
50,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
51,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,16,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
52,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,4,1,1,60,97,testing static trace,1,False,step,text,1
53,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,4,1,10,60,97,testing static trace,1,False,step,text,1
54,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,32,10Gi,4,1,20,60,97,testing static trace,1,False,step,text,1
55,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,8,1,1,60,97,testing static trace,1,False,step,text,1
56,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,8,1,10,60,97,testing static trace,1,False,step,text,1
57,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,1,10Gi,8,1,20,60,97,testing static trace,1,False,step,text,1
58,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,8,1,1,60,97,testing static trace,1,False,step,text,1
59,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,8,1,10,60,97,testing static trace,1,False,step,text,1
60,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,2,10Gi,8,1,20,60,97,testing static trace,1,False,step,text,1
61,nlp,nlp-sum,sshleifer-distilbart-cnn-12-6,4,10Gi,8,1,1,60,97,testing static trace,1,False,step,text,1
