experiment_id,pipeline_name,node_name,model_variant,cpu_request,memory_request,max_batch_size,max_batch_time,load,load_duration,series,series_meta,replicas,no_engine,mode,data_type,benchmark_duration
33,video,resnet-human,resnet18,1,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
34,video,resnet-human,resnet18,1,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
35,video,resnet-human,resnet18,1,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
36,video,resnet-human,resnet18,2,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,137,video,resnet-human,resnet18,2,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
37,video,resnet-human,resnet18,2,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
38,video,resnet-human,resnet18,2,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
39,video,resnet-human,resnet18,2,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
40,video,resnet-human,resnet18,2,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
41,video,resnet-human,resnet18,2,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
42,video,resnet-human,resnet18,4,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
43,video,resnet-human,resnet18,4,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
44,video,resnet-human,resnet18,4,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
45,video,resnet-human,resnet18,4,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
46,video,resnet-human,resnet18,4,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
47,video,resnet-human,resnet18,8,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
48,video,resnet-human,resnet18,8,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
49,video,resnet-human,resnet18,8,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
50,video,resnet-human,resnet18,8,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
51,video,resnet-human,resnet18,8,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
52,video,resnet-human,resnet18,16,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
53,video,resnet-human,resnet18,16,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
54,video,resnet-human,resnet18,16,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
55,video,resnet-human,resnet18,16,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
56,video,resnet-human,resnet18,16,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
57,video,resnet-human,resnet18,32,10Gi,2,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
58,video,resnet-human,resnet18,32,10Gi,2,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
59,video,resnet-human,resnet18,32,10Gi,2,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
60,video,resnet-human,resnet18,32,10Gi,2,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
61,video,resnet-human,resnet18,32,10Gi,2,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
62,video,resnet-human,resnet18,1,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
63,video,resnet-human,resnet18,1,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
64,video,resnet-human,resnet18,1,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
65,video,resnet-human,resnet18,1,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
66,video,resnet-human,resnet18,1,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
67,video,resnet-human,resnet18,2,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
68,video,resnet-human,resnet18,2,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
69,video,resnet-human,resnet18,2,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
70,video,resnet-human,resnet18,2,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
71,video,resnet-human,resnet18,2,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
72,video,resnet-human,resnet18,4,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
73,video,resnet-human,resnet18,4,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
74,video,resnet-human,resnet18,4,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
75,video,resnet-human,resnet18,4,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
76,video,resnet-human,resnet18,4,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
77,video,resnet-human,resnet18,8,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
78,video,resnet-human,resnet18,8,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
79,video,resnet-human,resnet18,8,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
80,video,resnet-human,resnet18,8,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
81,video,resnet-human,resnet18,8,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
82,video,resnet-human,resnet18,16,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
83,video,resnet-human,resnet18,16,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
84,video,resnet-human,resnet18,16,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
85,video,resnet-human,resnet18,16,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
86,video,resnet-human,resnet18,16,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
87,video,resnet-human,resnet18,32,10Gi,4,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
88,video,resnet-human,resnet18,32,10Gi,4,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
89,video,resnet-human,resnet18,32,10Gi,4,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
90,video,resnet-human,resnet18,32,10Gi,4,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
91,video,resnet-human,resnet18,32,10Gi,4,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
92,video,resnet-human,resnet18,1,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
93,video,resnet-human,resnet18,1,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
94,video,resnet-human,resnet18,1,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
95,video,resnet-human,resnet18,1,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
96,video,resnet-human,resnet18,1,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
97,video,resnet-human,resnet18,2,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
98,video,resnet-human,resnet18,2,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
99,video,resnet-human,resnet18,2,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
100,video,resnet-human,resnet18,2,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
101,video,resnet-human,resnet18,2,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
102,video,resnet-human,resnet18,4,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
103,video,resnet-human,resnet18,4,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
104,video,resnet-human,resnet18,4,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
105,video,resnet-human,resnet18,4,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
106,video,resnet-human,resnet18,4,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
107,video,resnet-human,resnet18,8,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
108,video,resnet-human,resnet18,8,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
109,video,resnet-human,resnet18,8,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
110,video,resnet-human,resnet18,8,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
111,video,resnet-human,resnet18,8,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
112,video,resnet-human,resnet18,16,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
113,video,resnet-human,resnet18,16,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
114,video,resnet-human,resnet18,16,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
115,video,resnet-human,resnet18,16,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
116,video,resnet-human,resnet18,16,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
117,video,resnet-human,resnet18,32,10Gi,8,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
118,video,resnet-human,resnet18,32,10Gi,8,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
119,video,resnet-human,resnet18,32,10Gi,8,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
120,video,resnet-human,resnet18,32,10Gi,8,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
121,video,resnet-human,resnet18,32,10Gi,8,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
122,video,resnet-human,resnet18,1,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
123,video,resnet-human,resnet18,1,10Gi,16,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
124,video,resnet-human,resnet18,1,10Gi,16,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
125,video,resnet-human,resnet18,1,10Gi,16,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
126,video,resnet-human,resnet18,1,10Gi,16,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
127,video,resnet-human,resnet18,2,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
128,video,resnet-human,resnet18,2,10Gi,16,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
129,video,resnet-human,resnet18,2,10Gi,16,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
130,video,resnet-human,resnet18,2,10Gi,16,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
131,video,resnet-human,resnet18,2,10Gi,16,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
132,video,resnet-human,resnet18,4,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
133,video,resnet-human,resnet18,4,10Gi,16,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
134,video,resnet-human,resnet18,4,10Gi,16,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
135,video,resnet-human,resnet18,4,10Gi,16,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
136,video,resnet-human,resnet18,4,10Gi,16,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
137,video,resnet-human,resnet18,8,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
138,video,resnet-human,resnet18,8,10Gi,16,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
139,video,resnet-human,resnet18,8,10Gi,16,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
140,video,resnet-human,resnet18,8,10Gi,16,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
141,video,resnet-human,resnet18,8,10Gi,16,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
142,video,resnet-human,resnet18,16,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
143,video,resnet-human,resnet18,16,10Gi,16,1,5,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
144,video,resnet-human,resnet18,16,10Gi,16,1,10,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
145,video,resnet-human,resnet18,16,10Gi,16,1,20,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
146,video,resnet-human,resnet18,16,10Gi,16,1,40,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
147,video,resnet-human,resnet18,32,10Gi,16,1,1,60,94,"test for the queue 1,\n cpu type: Intel(R) Xeon(R) Gold 6126 CPU @ 2.60GHz",1,False,exponential,image,1
